product_id,software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link
cryptonext-quantum-safe-library,CryptoNext Quantum-Safe Library,ACVP,A6639,CryptoNext Security,C-QSL (ARM_NEON),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19370
cryptonext-quantum-safe-library,CryptoNext Quantum-Safe Library,ACVP,A6638,CryptoNext Security,C-QSL (AVX2),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19369
dell-bsafe-crypto-module-for-c,Dell BSAFE Crypto Module for C,ACVP,A6943,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE Crypto Module for Java,ML-DSA,,Active,2025-05-23,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19691
dell-bsafe-crypto-module-for-c,Dell BSAFE Crypto Module for C,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892
dell-bsafe-crypto-module-for-c,Dell BSAFE Crypto Module for C,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942
dell-bsafe-crypto-module-for-c,Dell BSAFE Crypto Module for C,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,ACVP,A6943,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE Crypto Module for Java,ML-DSA,,Active,2025-05-23,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19691
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967
dell-powerstore-os-4-0,Dell PowerStore OS 4.0,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892
dell-powerstore-os-4-0,Dell PowerStore OS 4.0,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942
dell-powerstore-os-4-0,Dell PowerStore OS 4.0,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967
digicert-certcentral,DigiCert CertCentral,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
digicert-certcentral,DigiCert CertCentral,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
digicert-device-trust-manager,DigiCert Device Trust Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
digicert-device-trust-manager,DigiCert Device Trust Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
digicert-one,DigiCert ONE,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
digicert-one,DigiCert ONE,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
digicert-signinghub,DigiCert SigningHub,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
digicert-signinghub,DigiCert SigningHub,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
digicert-software-trust-manager,DigiCert Software Trust Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
digicert-software-trust-manager,DigiCert Software Trust Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
digicert-trust-lifecycle-manager,DigiCert Trust Lifecycle Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
digicert-trust-lifecycle-manager,DigiCert Trust Lifecycle Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
digicert-trustcore-sdk,DigiCert TrustCore SDK,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
digicert-trustcore-sdk,DigiCert TrustCore SDK,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
druva-data-resiliency-cloud,Druva Data Resiliency Cloud,FIPS 140-3,4260,Druva Inc.,Druva FIPS Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-07-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4260
druva-data-resiliency-cloud,Druva Data Resiliency Cloud,FIPS 140-3,5176,Druva Inc.,Druva FIPS 140-3 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-03-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5176
entrust-keycontrol,Entrust KeyControl,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056
entrust-keycontrol,Entrust KeyControl,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765
entrust-pki,Entrust PKI,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056
entrust-pki,Entrust PKI,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796
entrust-pki,Entrust PKI,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338
entrust-pki,Entrust PKI,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336
entrust-pki,Entrust PKI,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765
entrust-nshield,Entrust nShield,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056
entrust-nshield,Entrust nShield,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796
entrust-nshield,Entrust nShield,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338
entrust-nshield,Entrust nShield,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336
entrust-nshield,Entrust nShield,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335
entrust-nshield,Entrust nShield,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333
entrust-nshield,Entrust nShield,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765
f5-adsp-pqc,F5 ADSP PQC,FIPS 140-3,5023,"F5, Inc.",OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-08,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5023
f5-adsp-pqc,F5 ADSP PQC,FIPS 140-3,5045,"F5, Inc.",F5OS-A Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-07-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5045
f5-adsp-pqc,F5 ADSP PQC,FIPS 140-3,5056,"F5, Inc.",Device Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5056
f5-big-ip,F5 BIG-IP,FIPS 140-3,4716,"F5, Inc.",Cryptographic Module for BIG-IP ®,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-07-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4716
f5-big-ip,F5 BIG-IP,FIPS 140-3,4895,"F5, Inc.",Cryptographic Module for BIG-IP,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4895
f5-big-ip,F5 BIG-IP,FIPS 140-3,4945,"F5, Inc.",BIG-IP Tenant Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4945
f5-big-ip,F5 BIG-IP,FIPS 140-3,5045,"F5, Inc.",F5OS-A Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-07-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5045
f5-big-ip,F5 BIG-IP,FIPS 140-3,5056,"F5, Inc.",Device Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5056
filevault-macos,FileVault (macOS),ACVP,A7637,Apple Inc.,"Apple corecrypto Module [Apple silicon, Kernel, Software, SL1] (vng_hwassist)","ML-DSA, ML-KEM",,Active,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20368
filevault-macos,FileVault (macOS),ACVP,A7649,Apple Inc.,"Apple corecrypto Module [Apple silicon, Secure Key Store, Hardware, SL2] (c_ltc)","ML-DSA, ML-KEM",,Active,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20372
filevault-macos,FileVault (macOS),ACVP,A7645,Apple Inc.,"Apple corecrypto Module [Apple silicon, User, Software, SL1] (vng_hwassist)","ML-DSA, ML-KEM",,Active,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20361
filevault-macos,FileVault (macOS),FIPS 140-3,5101,Apple Inc.,"Apple corecrypto Module v14.1 [Apple silicon, Kernel, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5101
filevault-macos,FileVault (macOS),FIPS 140-3,5108,Apple Inc.,"Apple corecrypto Module v14.1 [Apple silicon, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5108
filevault-macos,FileVault (macOS),FIPS 140-3,5184,Apple Inc.,"Apple corecrypto Module 18.3 [Apple silicon, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-03-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5184
filevault-macos,FileVault (macOS),FIPS 140-3,5202,Apple Inc.,"Apple corecrypto Module v14.0 [Intel, Kernel, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-03-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5202
filevault-macos,FileVault (macOS),FIPS 140-3,5201,Apple Inc.,"Apple corecrypto Module v14.0 [Intel, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-03-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5201
forcepoint-dlp,Forcepoint DLP,FIPS 140-3,4835,Forcepoint,Forcepoint NGFW Cryptographic Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4835
fortanix-data-security-manager,Fortanix Data Security Manager,ACVP,A5344,"Fortanix, Inc.",Fortanix Crypto Algorithm Library,LMS,,Active,2024-05-22,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=17995
fortanix-data-security-manager,Fortanix Data Security Manager,FIPS 140-3,4139,"Fortanix, Inc.",Fortanix SDKMS Appliance,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-01-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4139
fortanix-pqc-central,Fortanix PQC Central,FIPS 140-3,4139,"Fortanix, Inc.",Fortanix SDKMS Appliance,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-01-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4139
fortinet-fortiauthenticator,Fortinet FortiAuthenticator,FIPS 140-3,4362,"Fortinet, Inc.",FortiManager 6.2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-11-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4362
fortinet-fortiauthenticator,Fortinet FortiAuthenticator,FIPS 140-3,4443,"Fortinet, Inc.",FortiOS 6.4/7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4443
fortinet-fortiauthenticator,Fortinet FortiAuthenticator,FIPS 140-3,4931,Fortinet Technologies Inc.,FortiClient Crypto Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-12-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4931
fortinet-fortigate-fortios,Fortinet FortiGate (FortiOS),FIPS 140-3,4613,"Fortinet, Inc.",FortiGate-5001E1 Blade with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4613
fortinet-fortigate-fortios,Fortinet FortiGate (FortiOS),FIPS 140-3,4612,"Fortinet, Inc.",FortiGate-600D/1200D/1500D/3000D/3700D and FortiGate-5001D with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4612
fortinet-fortigate-fortios,Fortinet FortiGate (FortiOS),FIPS 140-3,4611,"Fortinet, Inc.",FortiGate-61E/61F/81E/101E/101F and FortiWiFi-61E,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4611
fortinet-fortigate-fortios,Fortinet FortiGate (FortiOS),FIPS 140-3,4610,"Fortinet, Inc.",FortiGate-3401E/3601E/3960E/3980E,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4610
fortinet-fortigate-fortios,Fortinet FortiGate (FortiOS),FIPS 140-3,4609,"Fortinet, Inc.",FortiGate-201E/301E/401E/501E/601E,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4609
fortinet-fortigate-rugged,Fortinet FortiGate-Rugged,FIPS 140-3,4362,"Fortinet, Inc.",FortiManager 6.2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-11-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4362
fortinet-fortigate-rugged,Fortinet FortiGate-Rugged,FIPS 140-3,4443,"Fortinet, Inc.",FortiOS 6.4/7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4443
fortinet-fortigate-rugged,Fortinet FortiGate-Rugged,FIPS 140-3,4931,Fortinet Technologies Inc.,FortiClient Crypto Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-12-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4931
fortinet-fortimanager,Fortinet FortiManager,FIPS 140-3,4613,"Fortinet, Inc.",FortiGate-5001E1 Blade with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4613
fortinet-fortimanager,Fortinet FortiManager,FIPS 140-3,4612,"Fortinet, Inc.",FortiGate-600D/1200D/1500D/3000D/3700D and FortiGate-5001D with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4612
fortinet-fortimanager,Fortinet FortiManager,FIPS 140-3,4611,"Fortinet, Inc.",FortiGate-61E/61F/81E/101E/101F and FortiWiFi-61E,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4611
fortinet-fortimanager,Fortinet FortiManager,FIPS 140-3,4610,"Fortinet, Inc.",FortiGate-3401E/3601E/3960E/3980E,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4610
fortinet-fortimanager,Fortinet FortiManager,FIPS 140-3,4609,"Fortinet, Inc.",FortiGate-201E/301E/401E/501E/601E,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4609
fortinet-fortios,Fortinet FortiOS,FIPS 140-3,3897,"Fortinet, Inc.",FortiWLM-100D and FortiWLM-1000D,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-04-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3897
fortinet-fortios,Fortinet FortiOS,FIPS 140-3,4362,"Fortinet, Inc.",FortiManager 6.2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-11-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4362
fortinet-fortios,Fortinet FortiOS,FIPS 140-3,4361,"Fortinet, Inc.",FortiAnalyzer 6.2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-11-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4361
fortinet-fortios,Fortinet FortiOS,FIPS 140-3,4443,"Fortinet, Inc.",FortiOS 6.4/7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4443
fortinet-fortios,Fortinet FortiOS,FIPS 140-3,4931,Fortinet Technologies Inc.,FortiClient Crypto Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-12-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4931
fortinet-fortiweb,Fortinet FortiWeb,FIPS 140-3,4613,"Fortinet, Inc.",FortiGate-5001E1 Blade with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4613
fortinet-fortiweb,Fortinet FortiWeb,FIPS 140-3,4612,"Fortinet, Inc.",FortiGate-600D/1200D/1500D/3000D/3700D and FortiGate-5001D with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4612
fortinet-fortiweb,Fortinet FortiWeb,FIPS 140-3,4611,"Fortinet, Inc.",FortiGate-61E/61F/81E/101E/101F and FortiWiFi-61E,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4611
fortinet-fortiweb,Fortinet FortiWeb,FIPS 140-3,4610,"Fortinet, Inc.",FortiGate-3401E/3601E/3960E/3980E,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4610
fortinet-fortiweb,Fortinet FortiWeb,FIPS 140-3,4609,"Fortinet, Inc.",FortiGate-201E/301E/401E/501E/601E,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4609
fujitsu-pqc-networks,Fujitsu PQC Networks,FIPS 140-3,5180,Fujitsu Limited,Fujitsu Enterprise Postgres Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-03-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5180
futurex-cloud,Futurex Cloud,ACVP,A7998,Futurex LP,GSP4000 Hardware Security Module,"ML-DSA, ML-KEM",,Active,2026-02-04,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20805
futurex-cryptohub,Futurex CryptoHub,ACVP,A7998,Futurex LP,GSP4000 Hardware Security Module,"ML-DSA, ML-KEM",,Active,2026-02-04,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20805
futurex-cryptohub,Futurex CryptoHub,FIPS 140-3,4086,Futurex,EXP1000 Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-11-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4086
futurex-cryptohub,Futurex CryptoHub,FIPS 140-3,4085,Futurex,GSP3000 Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-11-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4085
futurex-vectera-plus,Futurex Vectera Plus,ACVP,A7998,Futurex LP,GSP4000 Hardware Security Module,"ML-DSA, ML-KEM",,Active,2026-02-04,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20805
futurex-vectera-plus,Futurex Vectera Plus,FIPS 140-3,4086,Futurex,EXP1000 Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-11-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4086
