software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link
Thales MISTRAL Encryptor,FIPS 140-3,4065,Thales Alenia Space,Thales Alenia Space cryptographic module for Microsemi RTAX FPGA,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-11-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4065
Thales MISTRAL Encryptor,FIPS 140-3,4209,"Senetas Corporation Ltd., distributed by Thales SA (SafeNet)",CN6000 Series Encryptors,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-04-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4209
Thales MISTRAL Encryptor,FIPS 140-3,4869,"Senetas Corporation Ltd, distributed by Thales SA (SafeNet)",CN Series Encryptors,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4869
Thales MISTRAL Encryptor,FIPS 140-3,4874,"Senetas Corporation Ltd., distributed by Thales SA",CE Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4874
Thales MISTRAL Encryptor,FIPS 140-3,5172,Thales Alenia Space,Thales Alenia Space Cryptographic Module for Microsemi RTG4 FPGA,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-03-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5172
Thales MultiApp 5.2 Premium PQC,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales MultiApp 5.2 Premium PQC,ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales MultiApp 5.2 Premium PQC,ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales MultiApp 5.2 Premium PQC,ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales MultiApp 5.2 Premium PQC,ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales MultiApp 5.2 Premium PQC,Common Criteria,cc-multiapp-5-2-premium-pqc--version-5-2--anssi-cc-2025-32--p5wh,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC (version 5.2)(ANSSI-CC-2025/32),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_32en.pdf
Thales MultiApp 5.2 Premium PQC,Common Criteria,cc-multiapp-5-2-premium-pqc-gp-se-version-5-2---anssi-cc-2025-30--zkpf,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC GP-SE(version 5.2) (ANSSI-CC-2025/30),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_30en.pdf
Thales MultiApp 5.2 Premium PQC,Common Criteria,cc-trusted-security-filter--tsf--401-huou,Thales Norway AS (Scheme: NO),Trusted Security Filter (TSF) 401,SPHINCS+,"EAL5+,ALC_FLR.3",Active,2025-12-16,https://www.commoncriteriaportal.org/files/epfiles/3AQ 33330 AAAB 938 Security Target Lite TSF 401 Ed. 001.pdf
Thales MultiApp 5.2 Premium PQC,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",Active,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf
Thales MultiApp 5.2 Premium PQC,FIPS 140-3,4772,Thales,IDCore 3230 / 230 Platform,ML-DSA,FIPS 140-3 L3,Active,2024-08-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4772
Thales payShield 10K,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales payShield 10K,ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales payShield 10K,ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales payShield 10K,ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales payShield 10K,ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales payShield 10K,Common Criteria,cc-multiapp-5-2-premium-pqc--version-5-2--anssi-cc-2025-32--p5wh,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC (version 5.2)(ANSSI-CC-2025/32),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_32en.pdf
Thales payShield 10K,Common Criteria,cc-multiapp-5-2-premium-pqc-gp-se-version-5-2---anssi-cc-2025-30--zkpf,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC GP-SE(version 5.2) (ANSSI-CC-2025/30),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_30en.pdf
Thales payShield 10K,Common Criteria,cc-trusted-security-filter--tsf--401-huou,Thales Norway AS (Scheme: NO),Trusted Security Filter (TSF) 401,SPHINCS+,"EAL5+,ALC_FLR.3",Active,2025-12-16,https://www.commoncriteriaportal.org/files/epfiles/3AQ 33330 AAAB 938 Security Target Lite TSF 401 Ed. 001.pdf
Thales payShield 10K,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",Active,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf
Ubuntu 24.04 LTS,FIPS 140-3,3902,Canonical Ltd.,Ubuntu 20.04 Libgcrypt Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2021-04-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3902
Ubuntu 24.04 LTS,FIPS 140-3,3980,Canonical Ltd.,Ubuntu 18.04 OpenSSL Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2021-07-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3980
Ubuntu 24.04 LTS,FIPS 140-3,4018,Canonical Ltd.,Ubuntu 18.04 Kernel Crypto API Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2021-08-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4018
Ubuntu 24.04 LTS,FIPS 140-3,4046,Canonical Ltd.,Ubuntu 20.04 Strongswan Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2021-10-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4046
Ubuntu 24.04 LTS,FIPS 140-3,4127,Canonical Ltd.,Ubuntu 20.04 GCP Kernel Crypto API Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-01-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4127
Ubuntu 24.04 LTS,FIPS 140-3,4126,Canonical Ltd.,Ubuntu 20.04 Azure Kernel Crypto API Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-01-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4126
Ubuntu 24.04 LTS,FIPS 140-3,4132,Canonical Ltd.,Ubuntu 20.04 AWS Kernel Crypto API Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-01-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4132
Ubuntu 24.04 LTS,FIPS 140-3,4292,Canonical Ltd.,Ubuntu 20.04 OpenSSL Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4292
Ubuntu 24.04 LTS,FIPS 140-3,4366,Canonical Ltd.,Ubuntu 20.04 Kernel Crypto API Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-11-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4366
Ubuntu 24.04 LTS,FIPS 140-3,4793,Canonical Ltd.,Canonical Ltd. Ubuntu 22.04 Libgcrypt Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-09-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4793
Ubuntu 24.04 LTS,FIPS 140-3,4794,Canonical Ltd.,Canonical Ltd. Ubuntu 22.04 OpenSSL Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-09-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4794
Ubuntu 24.04 LTS,FIPS 140-3,4855,Canonical Ltd.,Canonical Ltd. Ubuntu 22.04 GnuTLS Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-10-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4855
Ubuntu 24.04 LTS,FIPS 140-3,4894,Canonical Ltd.,Canonical Ltd. Ubuntu 22.04 Kernel Crypto API Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-11-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4894
Ubuntu 24.04 LTS,FIPS 140-3,4911,Canonical Ltd.,Canonical Ltd. Ubuntu 22.04 Strongswan Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-12-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4911
Ubuntu 24.04 LTS,FIPS 140-3,5115,Canonical Ltd.,Canonical Ltd. Ubuntu 24.04 OpenSSL Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2026-01-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5115
Ubuntu 24.04 LTS,FIPS 140-3,5163,Canonical Ltd.,Canonical Ltd. Ubuntu 24.04 GnuTLS Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2026-02-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5163
Utimaco Athos,ACVP,A7400,Utimaco IS GmbH,Lattice Module - ML,"ML-DSA, ML-KEM",,Active,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20181
Utimaco Athos,ACVP,A7401,Utimaco IS GmbH,Stateful hash based Module - HBS,LMS,,Active,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20182
Utimaco Athos,FIPS 140-3,3886,Utimaco IS GmbH,CryptoServer CSe-Series,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2021-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3886
Utimaco Athos,FIPS 140-3,3925,Utimaco IS GmbH,CryptoServer Se-Series Gen2,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2021-05-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3925
Utimaco Athos,FIPS 140-3,4992,Utimaco Inc.,Atalla Cryptographic Subsystem (ACS),ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-03-25,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4992
Utimaco ESKM,ACVP,A7400,Utimaco IS GmbH,Lattice Module - ML,"ML-DSA, ML-KEM",,Active,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20181
Utimaco ESKM,ACVP,A7401,Utimaco IS GmbH,Stateful hash based Module - HBS,LMS,,Active,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20182
Utimaco ESKM,FIPS 140-3,3886,Utimaco IS GmbH,CryptoServer CSe-Series,LMS; ML-DSA; ML-KEM; XMSS,FIPS 140-3 L3,Active,2021-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3886
Utimaco ESKM,FIPS 140-3,3925,Utimaco IS GmbH,CryptoServer Se-Series Gen2,LMS; ML-DSA; ML-KEM; XMSS,FIPS 140-3 L3,Active,2021-05-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3925
Utimaco SecurityServer,ACVP,A7400,Utimaco IS GmbH,Lattice Module - ML,"ML-DSA, ML-KEM",,Active,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20181
Utimaco SecurityServer,ACVP,A7401,Utimaco IS GmbH,Stateful hash based Module - HBS,LMS,,Active,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20182
Utimaco SecurityServer,FIPS 140-3,3886,Utimaco IS GmbH,CryptoServer CSe-Series,LMS; ML-DSA; ML-KEM; XMSS,FIPS 140-3 L3,Active,2021-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3886
Utimaco SecurityServer,FIPS 140-3,3925,Utimaco IS GmbH,CryptoServer Se-Series Gen2,LMS; ML-DSA; ML-KEM; XMSS,FIPS 140-3 L3,Active,2021-05-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3925
Wind River VxWorks,FIPS 140-3,4858,"Wind River Systems, Inc.",Wind River FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4858
Windows Secure Boot,FIPS 140-3,4546,Microsoft Corporation,Boot Manager,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2023-06-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4546
Windows Secure Boot,FIPS 140-3,4602,Microsoft Corporation,Code Integrity,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2023-09-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4602
Windows Secure Boot,FIPS 140-3,4640,Microsoft Corporation,Secure Kernel Code Integrity,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2023-10-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4640
Windows Server 2025,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
Windows Server 2025,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
Yubico YubiHSM 2,FIPS 140-3,3916,"Yubico, Inc.",YubiHSM 2 Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2021-05-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3916
iOS 26 / macOS 26,ACVP,A7637,Apple Inc.,"Apple corecrypto Module [Apple silicon, Kernel, Software, SL1] (vng_hwassist)","ML-DSA, ML-KEM",,Active,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20368
iOS 26 / macOS 26,ACVP,A7649,Apple Inc.,"Apple corecrypto Module [Apple silicon, Secure Key Store, Hardware, SL2] (c_ltc)","ML-DSA, ML-KEM",,Active,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20372
iOS 26 / macOS 26,ACVP,A7645,Apple Inc.,"Apple corecrypto Module [Apple silicon, User, Software, SL1] (vng_hwassist)","ML-DSA, ML-KEM",,Active,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20361
iOS 26 / macOS 26,FIPS 140-3,4392,Apple Inc.,"Apple corecrypto Module v11.1 [Apple silicon, Kernel, Software]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-12-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4392
iOS 26 / macOS 26,FIPS 140-3,4391,Apple Inc.,"Apple corecrypto Module v11.1 [Apple silicon, User, Software]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-12-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4391
iOS 26 / macOS 26,FIPS 140-3,4390,Apple Inc.,"Apple corecrypto Module v11.1 [Intel, Kernel, Software]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-12-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4390
iOS 26 / macOS 26,FIPS 140-3,4389,Apple Inc.,"Apple corecrypto Module v11.1 [Intel, User, Software]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-12-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4389
iOS 26 / macOS 26,FIPS 140-3,4757,Apple Inc.,"Apple corecrypto Module v11.1 [Apple silicon, Secure Key Store, Hardware, SL2/PHY3]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4757
iOS 26 / macOS 26,FIPS 140-3,4756,Apple Inc.,"Apple corecrypto Module v11.1 [Apple silicon, Secure Key Store, Hardware] (SL2)",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4756
iOS 26 / macOS 26,FIPS 140-3,4817,Apple Inc.,"Apple corecrypto Module v12.0 [Apple silicon, User, Software, SL1]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4817
iOS 26 / macOS 26,FIPS 140-3,4854,Apple Inc.,"Apple corecrypto Module v12.0 [Apple silicon, Kernel, Software, SL1]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-10-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4854
iOS 26 / macOS 26,FIPS 140-3,4919,Apple Inc.,"Apple corecrypto Module v13.0 [Intel, Kernel, Software, SL1]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-12-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4919
iOS 26 / macOS 26,FIPS 140-3,4948,Apple Inc.,"Apple corecrypto Module v13.0 [Intel, User, Software, SL1]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-01-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4948
iOS 26 / macOS 26,FIPS 140-3,4951,"Apple, Inc.","Apple corecrypto Module v12 [Intel, User, Software]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4951
iOS 26 / macOS 26,FIPS 140-3,4956,"Apple, Inc.","Apple corecrypto Module v12 [Intel, Kernel, Software]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-01-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4956
iOS 26 / macOS 26,FIPS 140-3,5025,Apple Inc.,"Apple corecrypto Module v12.0 [Apple silicon, Secure Key Store, Hardware, SL2]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-06-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5025
iOS 26 / macOS 26,FIPS 140-3,5030,Apple Inc.,"Apple corecrypto Module v12.0 [Apple silicon, Secure Key Store, Hardware, SL2/PHY3]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-06-25,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5030
iOS 26 / macOS 26,FIPS 140-3,5050,Apple Inc.,"Apple corecrypto Module v13.0 [Apple silicon, Kernel, Software, SL1]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5050
iOS 26 / macOS 26,FIPS 140-3,5065,Apple Inc.,"Apple corecrypto Module v13.0 [Apple silicon, User, Software, SL1]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-09-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5065
iOS 26 / macOS 26,FIPS 140-3,5101,Apple Inc.,"Apple corecrypto Module v14.1 [Apple silicon, Kernel, Software, SL1]",ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-12-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5101
