software_name,purl,purl_type,purl_namespace,purl_name,match_confidence,status,registry_url,last_verified_date
ARM Confidential Compute Architecture (CCA),pkg:github/ARM-software/cca-rmm-acs,github,ARM-software,cca-rmm-acs,exact,matched,https://github.com/ARM-software/cca-rmm-acs,2026-04-01
ARM Trusted Firmware (TF-A),pkg:github/ARM-software/arm-trusted-firmware,github,ARM-software,arm-trusted-firmware,exact,matched,https://github.com/ARM-software/arm-trusted-firmware,2026-04-01
ARM TrustZone,,,,,,not_found,,2026-04-01
Arqit 6WIND Telco PQC,,,,,,not_found,,2026-04-01
Arqit Encryption Intelligence,,,,,,not_found,,2026-04-01
Arqit QuantumCloud,,,,,,not_found,,2026-04-01
Ascertia ADSS PKI Server,,,,,,not_found,,2026-04-01
Ascertia ADSS Server/SAM,,,,,,not_found,,2026-04-01
Ascertia ADSS Signing Server,,,,,,not_found,,2026-04-01
ASD Australia PQC Transition,,,,,,not_found,,2026-04-01
ASUSTOR ADM 5.1 PQC,,,,,,not_found,,2026-04-01
AsyncSSH,pkg:github/ronf/asyncssh,github,ronf,asyncssh,exact,matched,https://github.com/ronf/asyncssh,2026-04-01
Auth0 (Okta Customer Identity),,,,,,not_found,,2026-04-01
AUTOCRYPT PKI-Vehicles,,,,,,not_found,,2026-04-01
Avalanche,pkg:github/ava-labs/avalanchego,github,ava-labs,avalanchego,exact,matched,https://github.com/ava-labs/avalanchego,2026-04-01
AWS API Gateway PQC,,,,,,not_found,,2026-04-01
AWS Application Load Balancer (ALB),,,,,,not_found,,2026-04-01
AWS CloudHSM,,,,,,not_found,,2026-04-01
AWS Identity and Access Management (IAM),,,,,,not_found,,2026-04-01
AWS KMS,,,,,,not_found,,2026-04-01
AWS KMS (Cloud Gateway),,,,,,not_found,,2026-04-01
AWS Payments Cryptography PQC,,,,,,not_found,,2026-04-01
AWS Private CA PQC,,,,,,not_found,,2026-04-01
AWS s2n-tls,pkg:github/aws/s2n-tls,github,aws,s2n-tls,exact,matched,https://github.com/aws/s2n-tls,2026-04-01
AWS Transfer Family,,,,,,not_found,,2026-04-01
AWS-LC,pkg:github/aws/aws-lc,github,aws,aws-lc,manual,matched,https://github.com/aws/aws-lc,2026-04-01
Azure AKS,,,,,,not_found,,2026-04-01
Azure Dedicated HSM (Marvell LiquidSecurity),,,,,,not_found,,2026-04-01
Azure DevOps,,,,,,not_found,,2026-04-01
Azure Key Vault,,,,,,not_found,,2026-04-01
Barracuda Email Protection,,,,,,not_found,,2026-04-01
BERTEN MLDS-B235,,,,,,not_found,,2026-04-01
BERTEN MLKE-B135,,,,,,not_found,,2026-04-01
BIS Project Leap PQC,,,,,,not_found,,2026-04-01
Bitcoin Core,pkg:github/bitcoin/bitcoin,github,bitcoin,bitcoin,exact,matched,https://github.com/bitcoin/bitcoin,2026-04-01
BitGo,,,,,,not_found,,2026-04-01
BitLocker (Windows),,,,,,not_found,,2026-04-01
Bitvise SSH Server,,,,,,not_found,,2026-04-01
Bitwarden,,,,,,not_found,,2026-04-01
BoringSSL,pkg:github/google/boringssl,github,google,boringssl,manual,matched,https://github.com/google/boringssl,2026-04-01
Botan,pkg:github/randombit/botan,github,randombit,botan,exact,matched,https://github.com/randombit/botan,2026-04-01
Bouncy Castle C# .NET,pkg:nuget/BouncyCastle.Cryptography,nuget,,BouncyCastle.Cryptography,manual,matched,https://www.nuget.org/packages/BouncyCastle.Cryptography,2026-04-01
Bouncy Castle C\# / Java,,,,,,not_found,,2026-04-01
Bouncy Castle Java,pkg:maven/org.bouncycastle/bcprov-jdk18on,maven,org.bouncycastle,bcprov-jdk18on,manual,matched,https://mvnrepository.com/artifact/org.bouncycastle/bcprov-jdk18on,2026-04-01
Bouncy Castle Java LTS,pkg:maven/org.bouncycastle/bcprov-lts8on,maven,org.bouncycastle,bcprov-lts8on,manual,matched,https://mvnrepository.com/artifact/org.bouncycastle/bcprov-lts8on,2026-04-01
Bradesco IBM Quantum Safe,,,,,,not_found,,2026-04-01
Brave Browser,,,,,,not_found,,2026-04-01
Broadcom Avi (NSX ALB),,,,,,not_found,,2026-04-01
Broadcom Emulex SecureHBA,,,,,,not_found,,2026-04-01
Broadcom Symantec DLP,,,,,,not_found,,2026-04-01
Broadcom Symantec SES,,,,,,not_found,,2026-04-01
BSI PQC Recommendations,,,,,,not_found,,2026-04-01
BTQ Bitcoin Quantum,,,,,,not_found,,2026-04-01
BTQ Bitcoin Quantum Testnet,,,,,,not_found,,2026-04-01
C-DOT Quantum CEM Encryptor,,,,,,not_found,,2026-04-01
Caddy Server,,,,,,not_found,,2026-04-01
Cardano,pkg:github/IntersectMBO/cardano-node,github,IntersectMBO,cardano-node,exact,matched,https://github.com/IntersectMBO/cardano-node,2026-04-01
CAST KiviPQC-KEM,,,,,,not_found,,2026-04-01
CATO Networks SASE,,,,,,not_found,,2026-04-01
Cellcrypt PQC Communications,,,,,,not_found,,2026-04-01
CentOS Stream,,,,,,not_found,,2026-04-01
Check Point Quantum,,,,,,not_found,,2026-04-01
Checkmarx One,,,,,,not_found,,2026-04-01
Chelpis Quantum PQC (Taiwan),,,,,,not_found,,2026-04-01
Chile National Quantum Strategy,,,,,,not_found,,2026-04-01
China PQC National Standards (ICCS),,,,,,not_found,,2026-04-01
China Telecom Quantum Group,,,,,,not_found,,2026-04-01
ChromeOS,,,,,,not_found,,2026-04-01
Ciena WaveLogic 6 Extreme,,,,,,not_found,,2026-04-01
Cilium Service Mesh PQC,,,,,,not_found,,2026-04-01
CIQ Rocky Linux CAVP PQC,,,,,,not_found,,2026-04-01
CircleCI,,,,,,not_found,,2026-04-01
CISA PQC Migration Framework,,,,,,not_found,,2026-04-01
Cisco ASA (Adaptive Security Appliance),,,,,,not_found,,2026-04-01
Cisco Catalyst 9500 PQC,,,,,,not_found,,2026-04-01
Cisco Catalyst Center,,,,,,not_found,,2026-04-01
Cisco Identity Services Engine (ISE),,,,,,not_found,,2026-04-01
Cisco IOS XE PQC,,,,,,not_found,,2026-04-01
Cisco IOS XR,,,,,,not_found,,2026-04-01
Cisco Meraki MX (Cloud-Managed Firewall),,,,,,not_found,,2026-04-01
Cisco Secure Client (AnyConnect),,,,,,not_found,,2026-04-01
Cisco Webex,,,,,,not_found,,2026-04-01
citadel_pqcrypto,pkg:github/citadel-protocol/citadel_pqcrypto,github,citadel-protocol,citadel_pqcrypto,exact,matched,https://github.com/citadel-protocol/citadel_pqcrypto,2026-04-01
Citrix ADC (NetScaler),,,,,,not_found,,2026-04-01
Citrix CVAD,,,,,,not_found,,2026-04-01
Citrix Virtual Apps and Desktops,,,,,,not_found,,2026-04-01
Claroty Platform,,,,,,not_found,,2026-04-01
Cloudflare CIRCL,,,,,,not_found,,2026-04-01
Cloudflare Edge Network,,,,,,not_found,,2026-04-01
Cloudflare Zero Trust,,,,,,not_found,,2026-04-01
CockroachDB Encryption,pkg:github/cockroachdb/cockroach,github,cockroachdb,cockroach,exact,matched,https://github.com/cockroachdb/cockroach,2026-04-01
Codegic Khatim PKI Server,,,,,,not_found,,2026-04-01
Codegic Khatim Sign Server,,,,,,not_found,,2026-04-01
Cohesity DataCloud,,,,,,not_found,,2026-04-01
Coinbase Custody,,,,,,not_found,,2026-04-01
Commvault Cloud,,,,,,not_found,,2026-04-01
Confluent Cloud Kafka PQC,,,,,,not_found,,2026-04-01
Copper.co,,,,,,not_found,,2026-04-01
coreboot,pkg:github/coreboot/coreboot,github,coreboot,coreboot,exact,matched,https://github.com/coreboot/coreboot,2026-04-01
CoreDNS PQC DNSSEC,,,,,,not_found,,2026-04-01
Cosmian covercrypt,pkg:github/Cosmian/cover_crypt,github,Cosmian,cover_crypt,exact,matched,https://github.com/Cosmian/cover_crypt,2026-04-01
Cosmos/Tendermint,pkg:github/cosmos/cosmos-sdk,github,cosmos,cosmos-sdk,exact,matched,https://github.com/cosmos/cosmos-sdk,2026-04-01
Cranium AI Security Platform,,,,,,not_found,,2026-04-01
CREDEBL,,,,,,not_found,,2026-04-01
CrowdStrike Falcon,,,,,,not_found,,2026-04-01
Crucible,pkg:github/symbolicsoft/crucible,github,symbolicsoft,crucible,exact,matched,https://github.com/symbolicsoft/crucible,2026-04-01
Crypto Quantique QDID Platform,,,,,,not_found,,2026-04-01
Crypto++ (cryptopp),pkg:github/weidai11/cryptopp,github,weidai11,cryptopp,exact,matched,https://github.com/weidai11/cryptopp,2026-04-01
Crypto4A QxEDGE,,,,,,not_found,,2026-04-01
Crypto4A QxHSM,,,,,,not_found,,2026-04-01
Crypto4A QxVault,,,,,,not_found,,2026-04-01
Cryptomathic CKMS,,,,,,not_found,,2026-04-01
Cryptomathic CrystalKey 360,,,,,,not_found,,2026-04-01
CryptoNext COMPASS Network Probe,,,,,,not_found,,2026-04-01
CryptoNext COMPASS Probe,,,,,,not_found,,2026-04-01
CryptoNext Quantum-Safe Library,,,,,,not_found,,2026-04-01
Cryptosense Analyzer,,,,,,not_found,,2026-04-01
CryptPad PQC Collaboration,,,,,,not_found,,2026-04-01
CRYSTALS Reference Implementations,,,,,,not_found,,2026-04-01
curl PQC,,,,,,not_found,,2026-04-01
CyberArk Conjur,,,,,,not_found,,2026-04-01
Cyberint (Check Point),,,,,,not_found,,2026-04-01
Cybernetica PQC Estonia,,,,,,not_found,,2026-04-01
CZERTAINLY,,,,,,not_found,,2026-04-01
CZQCI Czech Quantum Infrastructure,,,,,,not_found,,2026-04-01
Dashlane,,,,,,not_found,,2026-04-01
Debian 12 (Bookworm),,,,,,not_found,,2026-04-01
Delinea Secret Server,,,,,,not_found,,2026-04-01
Dell BSAFE Crypto Module for C,,,,,,not_found,,2026-04-01
Dell BSAFE Crypto-J,,,,,,not_found,,2026-04-01
Dell PowerStore OS 4.0,,,,,,not_found,,2026-04-01
DFNS,,,,,,not_found,,2026-04-01
DigiCert CertCentral,,,,,,not_found,,2026-04-01
DigiCert Device Trust Manager,,,,,,not_found,,2026-04-01
DigiCert ONE,,,,,,not_found,,2026-04-01
DigiCert SigningHub,,,,,,not_found,,2026-04-01
DigiCert Software Trust Manager,,,,,,not_found,,2026-04-01
DigiCert Trust Lifecycle Manager,,,,,,not_found,,2026-04-01
